Job Position,Company,Location,Job Type,Posted Date,Key Skills,Salary
AI/ML Engineer,Raygain Technologies private limited,"Delhi, Delhi",Full-time,Employer Active 21 days ago,GitLab,730608
"Applied Scientist, Amazon",ADCI - Karnataka,"Bengaluru, Karnataka",Full-time,PostedPosted 18 days ago,Data mining,513965
Senior Consultant - Data Scientist,EY,"Bengaluru, Karnataka",Full-time,PostedPosted 14 days ago,GitLab,897485
Sr. Data Scientist - ML (Azure),Yash Technologies,"Pune, Maharashtra",Full-time,PostedPosted 8 days ago,Data mining,801359
Senior Data Scientist,ZoomInfo Technologies LLC,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Natural Language Processing,384513
Analyst Advanced Analytics and Data Science,Kennametal,"Bengaluru, Karnataka",Full-time,PostedJust posted,PowerShell,899811
Lead Data Scientist,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Data science,851699
Data Science Manager - CCP,Ford Motor Company,"Chennai, Tamil Nadu",Full-time,PostedPosted 15 days ago,AWS,736544
Lead Data Scientist,Freshworks,"Bengaluru, Karnataka",Full-time,Employer Active 12 days ago,R,670453
Machine Learning Engineer,Consilio LLC,"Bengaluru, Karnataka",Full-time,PostedPosted 19 days ago,Python,667367
Data Scientist | Offshore,Photon,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,A/B testing,337748
Data Scientist Lead,AppInventiv,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,AWS,759995
Data Scientist,Retransform,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Git,577196
Data Scientist | Offshore,Photon,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,Python,896436
Data Scientist Lead,AppInventiv,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,Data Analysis,460129
Data Analyst (Corporate Teacher/Faculty),Dollop Infotech Pvt Ltd,"Indore, Madhya Pradesh",Full-time,Employer Active 13 days ago,Machine Learning,394711
Lead-Decision Scientist,Tesco,"Bengaluru, Karnataka",Full-time,PostedPosted 1 day ago,Data science,327202
Business Analyst - People Analytics,Schneider Electric,"Bengaluru, Karnataka",Full-time,PostedPosted 8 days ago,Python,748880
Designation Data Scientist,Sybrant Data,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,SQL,799379
Statistical Data Scientist,Pfizer,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,Analytics,476167
Machine Learning Engineering Manager,Smarsh,Hybrid work in India,Full-time,PostedPosted 13 days ago,Machine Learning,462896
Principal Data Scientist,OneAdvanced,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,PowerShell,705078
Lead Machine Learning Engineer,VAAS Intelligent Technology Services Pvt. Ltd,Remote,Full-time,Employer Active 2 days ago,Ai,400812
Senior Data Scientist,Vista,"Bengaluru, Karnataka",Full-time,PostedPosted 17 days ago,PowerShell,325802
Data Scientist,MongoDB,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Statistics,498941
Machine Learning Engineer,Techment Technology,"Indore, Madhya Pradesh",Full-time,PostedPosted 30+ days ago,R,631860
Senior Data Scientist,Emmes,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Ai,757586
Senior Machine Learning & Generative AI Developer,Qualcomm,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,A/B testing,565111
Data Scientist,TechCadd Computer Education Pvt.Ltd,"Jalandhar, Punjab",Full-time,Employer Active 14 days ago,Statistics,507242
Freelance technical trainer Data science with AIML,LAVS Services,"Noida, Uttar Pradesh",Temporary,Employer Active 16 days ago,Power BI,339529
DATA SCIENTIST,Liases Foras,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Analytics,382605
Data Scientist,Ambee,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Analytics,709068
Manager - Analytics Developer,Pfizer,"Mumbai, Maharashtra",Full-time,PostedPosted 5 days ago,Data mining,507125
AI/ML Trainer,Rubis Software Solutions,Remote,Full-time,Employer Active 4 days ago,AWS,557324
Engineering Manager (Data Science) - Data,mPower Software Services,"Bengaluru, Karnataka",Full-time,PostedPosted 15 days ago,AWS,711555
Sr Analyst Data Science,Empower,"Bengaluru, Karnataka",Full-time,PostedPosted 14 days ago,GitHub,780192
Senior Data Scientist,Thoucentric,"Bengaluru, Karnataka",Full-time,PostedPosted 27 days ago,PowerShell,761941
Senior Data Scientist,hyrespree,"Bengaluru, Karnataka",Full-time,Employer Active 4 days ago,Data mining,585149
Senior Insights Analyst,Forbes Advisor,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Natural Language Processing,775419
Data Science Intern,TECACS IT GROUP PVT LTD,"Kochi, Kerala",Full-time,Employer Active 6 days ago,Ai,357943
Female Data Analyst (Pune),"The Pilates Studio, Pune","Koregaon Park, Pune, Maharashtra",Full-time,Employer Active 3 days ago,AWS,857264
Data Science & Analytics,CODEC Networks,"Delhi, Delhi",Full-time,PostedPosted 30+ days ago,PowerShell,822814
Senior Data Scientists,DeepTek Medical Imaging,"Remote in Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,Statistics,430942
Machine Learning Engineer,Nithminds Private limited,"Chennai, Tamil Nadu",Full-time,Employer Active 2 days ago,AWS,579762
Data Science - Consumer Analytics,Recruise,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Machine Learning,663790
Intelligent Automation - Associate,JPMorgan Chase & Co,"Goregaon, Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,GitLab,423029
